id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
2185,4.65,1.82,19615,19885,271,Car,2,410.79,37.51,38.29,38.05,27.28,0.72,112.46,0
2186,4.95,1.92,19615,19952,338,Car,2,409.74,28.75,31.53,30.41,69.69,2.42,-1.00,0
2187,4.85,1.92,19627,20049,423,Car,1,409.41,22.75,25.94,24.26,13.18,0.50,-1.00,0
2188,4.75,1.97,19633,19904,272,Car,2,411.78,37.22,38.47,38.01,22.61,0.60,50.06,0
2189,4.85,1.92,19657,19990,334,Car,1,409.07,28.47,32.16,30.73,11.36,0.37,2.74,0
2190,4.75,1.82,19669,20094,426,Car,1,409.59,22.13,26.90,24.11,20.99,0.88,8.73,0
2191,4.55,1.82,19674,19983,310,Car,2,410.42,32.99,33.69,33.22,37.69,1.12,17.22,1
2192,16.57,2.50,19674,20136,463,Truck,1,407.18,21.37,22.59,22.04,39.70,1.83,32.46,0
2193,8.19,2.50,19686,20096,411,Truck,2,407.81,24.02,25.68,24.88,21.50,0.85,-1.00,0
2194,5.76,2.53,19698,20041,344,Car,1,408.51,29.62,30.08,29.78,40.58,1.35,49.21,0
2195,4.14,1.82,19703,20115,413,Car,1,411.04,23.12,27.33,24.95,14.76,0.63,9.82,0
2196,4.65,1.82,19710,20174,465,Car,1,410.83,21.70,22.75,22.14,27.47,1.24,35.86,0
2197,4.65,1.82,19712,20021,310,Car,2,403.69,31.76,34.89,32.68,45.79,1.42,-1.00,0
2198,4.45,1.82,19720,20068,349,Car,2,410.14,27.71,33.14,29.48,19.64,0.64,15.49,0
2199,4.65,1.82,19726,20080,355,Car,1,410.27,28.29,30.50,28.99,28.57,0.95,48.26,0
2200,4.75,1.92,19733,20141,409,Car,1,409.68,22.76,27.51,25.11,18.50,0.79,15.67,0
2201,9.50,2.02,19736,20055,320,Car,2,367.16,28.01,29.91,28.81,33.75,1.19,-1.00,1
2202,4.04,1.82,19739,20045,307,Car,2,411.53,32.87,34.51,33.64,20.31,0.61,10.26,0
2203,4.24,1.82,19742,20097,356,Car,2,410.21,27.34,31.15,28.90,20.32,0.74,-1.00,0
2204,4.95,1.92,19743,20205,463,Car,1,410.00,21.68,23.07,22.19,22.31,1.01,58.67,0
2205,6.06,2.12,19753,20106,354,Car,1,410.38,28.20,30.49,29.08,22.97,0.80,18.63,0
2206,4.55,1.82,19768,20109,342,Car,2,404.00,28.44,30.14,29.63,13.79,0.46,9.81,0
2207,4.85,1.82,19784,20142,359,Car,1,409.68,27.20,29.25,28.62,30.94,1.07,46.52,0
2208,10.21,2.50,19798,20207,410,Truck,2,393.40,23.50,24.80,24.06,98.83,4.20,-1.00,0
2209,4.85,2.02,19803,20206,404,Car,1,410.35,24.94,25.88,25.47,60.20,2.38,24.63,0
2210,7.18,2.22,19812,20170,359,Car,1,409.83,28.01,29.16,28.63,24.03,0.84,19.17,0
2211,16.78,2.50,19815,20261,447,Truck,1,406.61,21.98,23.69,22.80,33.21,1.49,33.32,0
2212,6.27,2.12,19817,20081,265,Car,2,407.51,37.38,39.19,38.61,50.06,1.28,10.88,0
2213,4.55,1.82,19819,20119,301,Car,2,400.95,32.74,34.55,33.43,7.90,0.23,2.84,1
2214,5.05,1.82,19827,20189,363,Car,1,410.95,27.24,29.14,28.39,12.03,0.44,26.09,0
2215,4.55,1.92,19833,20233,401,Car,1,410.39,24.72,26.80,25.67,20.50,0.80,19.42,0
2216,4.24,1.82,19839,20112,274,Car,2,411.42,36.85,39.09,37.70,32.54,0.88,-1.00,0
2217,5.05,2.02,19867,20229,363,Car,1,410.99,28.21,28.61,28.40,37.33,1.31,36.90,0
2218,4.45,1.92,19867,20270,404,Car,1,410.58,25.01,25.86,25.48,31.34,1.22,45.04,0
2219,7.28,2.12,19871,20200,330,Car,2,410.44,30.33,32.33,31.20,64.11,2.11,62.42,0
2220,3.84,1.82,19882,20181,300,Car,2,409.84,33.47,35.19,34.28,59.22,1.77,231.15,0
2221,3.94,1.72,19885,20258,374,Car,2,409.44,27.04,27.82,27.45,37.57,1.39,15.41,0
2222,4.85,1.92,19895,20204,310,Car,2,411.05,31.85,34.18,33.28,12.45,0.39,-1.00,0
2223,4.95,2.02,19903,20265,363,Car,1,408.36,27.77,28.73,28.22,33.07,1.16,97.58,0
2224,3.74,1.82,19909,20317,409,Car,1,411.21,24.43,25.51,25.21,39.68,1.56,18.31,1
2225,5.10,1.92,19933,20291,359,Car,1,410.98,28.30,29.40,28.71,23.91,0.83,21.64,0
2226,4.04,1.72,19948,20219,272,Car,2,410.24,34.89,39.11,37.86,17.96,0.51,6.63,0
2227,4.35,1.82,19948,20302,355,Car,1,410.58,28.26,30.19,29.01,7.61,0.26,7.58,0
2228,4.95,1.82,19954,20260,307,Car,2,409.69,32.70,34.80,33.49,77.86,2.27,40.80,0
2229,4.55,1.82,19957,20369,413,Car,1,410.67,23.22,26.08,24.93,47.62,1.87,36.45,0
2230,4.65,1.92,19965,20317,353,Car,1,409.44,28.08,30.28,29.09,11.10,0.39,13.16,0
2231,14.55,3.03,19966,20360,395,Car,1,409.89,25.28,27.25,26.02,41.41,1.62,57.29,0
2232,6.57,2.22,19974,20239,266,Car,2,408.31,37.30,39.16,38.54,22.85,0.60,8.34,0
2233,4.65,1.82,19992,20342,351,Car,1,410.06,28.55,30.51,29.31,23.54,0.81,16.67,0
2234,12.94,2.50,19992,20422,431,Truck,2,407.81,23.14,24.36,23.72,102.99,4.45,-1.00,0
2235,4.75,1.92,19995,20399,405,Car,1,409.11,24.87,26.67,25.33,23.97,0.94,-1.00,0
2236,4.95,1.82,20019,20283,265,Car,2,411.05,38.46,40.47,38.95,65.27,1.65,30.07,0
2237,4.95,2.12,20020,20362,343,Car,1,403.28,28.27,30.75,29.49,23.40,0.81,14.47,0
2238,4.14,1.72,20027,20333,307,Car,2,410.51,31.51,35.82,33.55,92.17,2.84,2273.02,0
2239,4.45,1.92,20027,20406,380,Car,1,410.10,24.63,29.17,27.06,11.98,0.43,6.97,1
2240,4.75,2.02,20040,20389,350,Car,1,410.45,28.26,30.04,29.41,18.11,0.61,18.00,0
2241,5.15,2.12,20042,20469,428,Car,1,410.56,22.40,25.15,24.05,74.57,3.32,280.73,0
2242,4.85,1.92,20045,20426,382,Car,1,410.25,23.41,29.11,26.93,13.52,0.57,8.92,0
2243,4.24,1.82,20074,20470,397,Car,1,410.94,23.65,28.87,25.95,23.26,0.97,58.72,0
2244,4.45,1.82,20081,20525,445,Car,1,409.08,22.59,23.79,23.04,27.97,1.21,45.80,0
2245,4.65,1.82,20087,20415,329,Car,2,411.17,30.56,32.39,31.35,71.62,2.23,-1.00,0
2246,4.45,1.82,20099,20501,403,Car,1,409.53,23.77,27.94,25.48,15.11,0.62,14.33,0
2247,4.95,1.92,20106,20452,347,Car,1,410.53,28.70,31.17,29.67,48.08,1.65,31.30,0
2248,4.45,1.82,20135,20532,398,Car,1,410.29,25.03,27.67,25.85,23.33,0.92,13.15,0
2249,2.93,1.72,20142,20479,338,Car,1,402.52,29.36,30.34,29.84,34.35,1.15,30.64,0
2250,4.24,1.82,20143,20585,443,Car,1,410.59,22.71,23.68,23.23,51.04,2.17,79.96,0
2251,6.57,2.12,20156,20531,376,Car,2,410.64,27.13,27.79,27.39,113.73,4.13,36.09,0
2252,4.85,1.92,20170,20514,345,Car,1,409.40,29.38,30.17,29.77,31.07,1.03,125.56,0
2253,4.24,1.82,20177,20576,400,Car,1,409.63,24.95,26.73,25.68,34.46,1.37,38.63,0
2254,4.45,1.82,20178,20624,447,Car,1,409.69,22.09,23.75,22.97,28.23,1.19,80.37,0
2255,4.45,1.82,20186,20491,306,Car,2,411.10,32.94,34.38,33.72,100.15,2.93,39.63,0
2256,4.85,2.02,20198,20543,346,Car,1,410.73,29.24,30.43,29.78,29.47,0.98,53.41,0
2257,4.04,1.72,20209,20485,277,Car,2,408.85,36.38,37.48,37.06,287.02,7.89,-1.00,0
2258,4.35,1.92,20215,20601,387,Car,1,409.53,26.02,27.52,26.54,21.49,0.82,18.12,0
2259,4.55,1.82,20221,20526,306,Car,2,409.54,32.14,34.41,33.58,38.84,1.20,235.61,0
2260,4.45,1.92,20221,20610,390,Car,2,410.38,25.48,28.38,26.39,66.18,2.59,-1.00,0
2261,4.95,1.92,20226,20644,419,Car,1,408.69,22.84,26.43,24.45,5.98,0.22,6.08,1
2262,4.45,1.82,20234,20573,340,Car,2,410.17,29.50,31.32,30.26,12.49,0.42,-1.00,0
2263,4.24,1.82,20235,20685,451,Car,1,410.45,21.56,25.23,22.81,13.17,0.55,15.79,0
2264,3.84,1.72,20240,20521,282,Car,2,410.46,35.29,37.61,36.54,42.87,1.21,132.94,0
2265,3.94,1.82,20243,20587,345,Car,1,409.29,28.96,30.63,29.76,47.89,1.64,342.48,0
2266,4.75,2.02,20247,20629,383,Car,1,410.56,26.23,27.28,26.88,14.94,0.55,9.78,0
2267,4.55,1.92,20270,20654,385,Car,1,410.34,25.93,27.60,26.72,19.75,0.72,57.23,0
2268,4.65,1.92,20272,20615,344,Car,1,410.26,28.97,31.43,29.92,29.42,0.98,55.34,0
2269,4.14,1.82,20276,20720,445,Car,1,410.02,21.69,25.36,23.10,25.63,1.15,14.51,0
2270,4.75,1.82,20284,20616,333,Car,2,410.04,30.05,31.93,30.89,51.33,1.62,109.51,0
2271,4.45,1.92,20292,20637,346,Car,1,409.59,28.80,31.64,29.69,15.95,0.54,24.56,0
2272,5.15,2.02,20310,20704,395,Car,1,410.72,25.83,26.48,26.07,39.20,1.48,229.57,0
2273,4.75,1.82,20317,20668,352,Car,1,408.35,28.73,29.66,29.09,25.01,0.86,78.83,0
2274,4.85,1.72,20332,20640,309,Car,2,411.60,32.18,34.13,33.43,127.14,3.95,-1.00,0
2275,4.95,1.82,20334,20652,319,Car,2,409.33,30.95,33.67,32.19,42.95,1.28,29.07,0
2276,4.14,1.82,20337,20733,397,Car,1,410.64,25.55,26.50,25.93,23.43,0.89,152.51,0
2277,4.65,1.82,20352,20740,389,Car,1,402.45,24.92,27.03,25.94,9.63,0.36,6.43,1
2278,4.65,1.62,20360,20670,311,Car,2,410.11,32.00,34.35,33.09,31.07,0.97,106.40,0
2279,4.75,1.92,20375,20768,394,Car,1,410.38,25.18,26.62,26.12,20.70,0.82,45.33,0
2280,7.18,2.22,20389,20731,343,Car,1,407.66,29.47,30.58,29.81,67.43,2.28,49.24,0
2281,4.24,1.92,20396,20796,401,Car,1,410.27,24.52,26.41,25.65,23.12,0.90,35.53,1
2282,5.15,2.02,20416,20825,410,Car,1,409.76,24.19,26.05,25.06,18.29,0.70,41.46,0
2283,4.65,1.82,20420,20762,343,Car,1,410.33,29.46,30.85,30.01,31.96,1.06,37.45,0
2284,4.95,1.92,20429,20723,295,Car,2,411.24,34.70,36.10,34.99,69.28,1.97,37.95,0
2285,4.45,2.02,20429,20807,379,Car,1,409.78,24.88,30.34,27.11,28.03,1.09,15.56,0
2286,5.05,1.82,20437,20753,317,Car,2,410.49,30.88,33.76,32.50,124.39,3.91,-1.00,0
2287,4.95,2.02,20450,20851,402,Car,1,407.62,24.40,26.54,25.42,20.50,0.81,13.54,0
2288,3.94,1.82,20467,20786,320,Car,2,410.60,30.52,33.99,32.19,33.19,1.08,-1.00,0
2289,7.28,2.32,20473,20881,409,Car,1,409.08,24.42,26.11,25.08,35.53,1.41,57.26,0
2290,5.15,2.02,20475,20869,395,Car,1,409.37,24.70,28.45,25.99,10.89,0.43,8.77,0
2291,4.95,2.02,20478,20828,351,Car,1,408.60,28.63,29.84,29.20,63.36,2.15,-1.00,0
2292,4.45,1.82,20498,20815,318,Car,2,411.02,32.01,33.26,32.43,30.97,0.96,30.88,0
2293,4.85,1.92,20501,20864,364,Car,1,410.97,27.41,29.07,28.32,24.27,0.88,-1.00,0
2294,4.35,1.82,20501,20904,404,Car,1,409.99,24.62,26.89,25.44,18.48,0.73,20.14,0
2295,4.24,1.82,20514,20795,282,Car,2,412.00,35.94,37.40,36.68,100.25,2.76,44.52,0
2296,4.04,1.72,20519,20850,332,Car,2,409.94,29.90,31.92,30.97,22.46,0.75,-1.00,0
2297,4.95,1.92,20532,20811,280,Car,2,409.83,34.54,37.88,36.75,19.93,0.54,13.23,0
2298,4.45,1.92,20553,20869,317,Car,2,412.22,32.16,33.07,32.63,19.36,0.58,14.18,1
2299,4.24,1.82,20554,20921,368,Car,1,409.76,26.71,30.29,27.93,51.76,1.92,18.46,0
2300,13.74,2.50,20555,20983,429,Truck,2,408.00,23.23,24.49,23.84,16.55,0.70,-1.00,0
2301,4.95,1.92,20559,20893,335,Car,1,408.60,29.45,33.27,30.59,30.17,1.02,10.37,0
2302,4.14,1.72,20566,20891,326,Car,2,410.16,29.03,33.25,31.57,15.78,0.53,-1.00,1
2303,4.04,1.72,20576,20883,308,Car,2,411.03,32.35,34.69,33.49,25.29,0.78,-1.00,0
2304,4.24,1.82,20595,20923,329,Car,2,403.72,28.43,32.23,30.78,30.46,1.07,-1.00,1
2305,5.15,2.12,20614,20932,319,Car,1,410.00,30.75,33.78,32.25,42.60,1.38,17.11,0
2306,15.36,2.50,20620,21081,462,Truck,2,409.32,21.69,22.80,22.21,46.38,2.13,-1.00,0
2307,3.74,1.72,20624,20956,333,Car,2,410.81,29.05,33.87,30.95,29.21,1.00,55.14,0
2308,4.95,1.92,20636,20956,321,Car,1,408.22,30.36,32.41,31.90,22.05,0.69,26.12,0
2309,4.04,1.72,20647,20973,327,Car,2,410.25,29.08,34.79,31.47,19.27,0.56,36.95,0
2310,6.16,2.12,20649,21104,456,Car,2,410.74,21.92,23.00,22.59,14.52,0.65,16.14,0
2311,5.05,2.02,20652,20979,328,Car,1,409.97,30.79,31.92,31.36,17.02,0.53,28.18,0
2312,4.55,1.72,20654,20947,294,Car,2,411.06,34.00,36.18,35.09,87.10,2.44,65.19,0
2313,5.05,2.02,20665,20999,335,Car,1,409.69,29.98,31.44,30.68,88.90,2.93,25.87,0
2314,4.95,1.82,20693,21025,333,Car,2,411.06,30.37,32.25,30.97,48.07,1.57,33.63,0
2315,15.87,2.50,20694,21142,449,Truck,2,407.81,22.31,23.12,22.77,16.84,0.74,18.86,0
2316,5.05,1.92,20695,20994,300,Car,2,411.62,33.35,36.04,34.44,50.71,1.52,-1.00,0
2317,5.15,2.02,20702,21041,340,Car,1,409.10,29.86,30.74,30.18,41.29,1.37,71.35,0
2318,4.45,1.92,20727,21044,318,Car,1,408.42,31.46,34.19,32.22,79.68,2.48,26.87,0
2319,7.18,2.32,20736,21076,341,Car,1,399.92,28.84,30.18,29.41,33.46,1.11,490.85,0
2320,15.06,2.50,20736,21138,403,Truck,2,389.05,23.05,25.04,24.20,6.15,0.24,2.38,1
2321,4.55,1.82,20739,21066,328,Car,2,411.64,30.73,32.37,31.49,43.72,1.41,24.98,0
2322,4.55,1.82,20770,21196,427,Car,2,411.13,23.57,24.57,24.14,27.14,1.12,24.27,0
2323,4.95,1.92,20771,21085,315,Car,2,410.18,31.54,33.48,32.67,19.41,0.61,10.88,0
2324,4.55,1.82,20798,21108,311,Car,2,411.06,31.52,34.04,33.17,26.04,0.77,11.42,0
2325,5.05,2.02,20846,21143,298,Car,1,408.23,33.84,35.14,34.38,129.02,3.79,40.39,0
2326,4.55,1.82,20866,21172,307,Car,1,407.69,31.50,34.24,33.32,30.53,0.91,32.68,1
2327,5.66,2.22,20874,21173,300,Car,1,408.28,32.22,35.88,34.15,364.77,11.32,47.98,0
2328,4.04,1.72,20902,21229,328,Car,2,409.75,30.56,32.82,31.34,94.68,2.98,14.22,0
2329,4.75,2.02,20924,21206,283,Car,1,407.40,35.01,36.86,36.13,43.05,1.20,15.80,0
2330,4.55,2.02,20924,21235,312,Car,1,410.26,32.75,33.24,33.00,71.81,2.17,48.40,0
2331,16.57,2.50,20943,21363,421,Truck,2,408.32,23.83,25.00,24.32,147.66,6.10,185.22,0
2332,5.15,2.02,20948,21244,297,Car,1,409.04,34.21,34.69,34.56,30.94,0.90,-1.00,0
2333,4.35,1.82,20971,21296,326,Car,2,409.60,30.65,32.88,31.53,79.69,2.56,-1.00,0
2334,4.85,1.82,20984,21275,292,Car,2,410.72,34.41,37.04,35.30,392.83,11.41,-1.00,0
2335,16.78,2.50,20986,21425,440,Truck,1,407.14,22.64,23.70,23.19,61.25,2.64,-1.00,0
2336,4.45,1.82,20992,21287,296,Car,2,410.52,33.92,35.84,34.81,6.68,0.19,5.06,1
2337,4.75,1.82,21003,21296,294,Car,1,402.34,33.68,35.03,34.34,85.48,2.51,42.67,1
2338,4.85,1.82,21024,21328,305,Car,2,411.02,32.97,34.73,33.82,37.28,1.10,15.08,0
2339,4.14,1.82,21030,21320,291,Car,2,411.25,35.12,36.41,35.47,42.18,1.18,26.54,0
2340,5.15,2.22,21059,21373,315,Car,1,400.56,31.54,32.29,31.90,74.61,2.32,-1.00,1
2341,4.95,1.82,21079,21371,293,Car,2,409.60,34.62,35.95,35.09,56.83,1.60,28.77,0
2342,4.55,1.92,21083,21407,325,Car,1,408.84,30.63,32.68,31.56,25.02,0.77,79.45,1
2343,15.77,2.50,21090,21498,409,Truck,2,406.42,24.48,25.45,24.92,120.93,4.81,285.84,0
2344,9.70,2.50,21100,21554,455,Truck,1,406.11,21.99,22.88,22.37,12.74,0.57,-1.00,0
2345,16.88,2.50,21101,21506,406,Truck,1,385.63,23.38,24.26,23.81,21.50,0.88,-1.00,1
2346,4.85,1.92,21103,21408,306,Car,1,408.91,31.32,34.73,33.54,21.76,0.69,-1.00,0
2347,4.65,1.82,21125,21535,411,Car,2,409.64,24.46,25.64,24.99,31.77,1.27,299.77,0
2348,4.65,1.92,21134,21432,299,Car,1,409.10,33.08,34.83,34.34,26.94,0.77,19.33,0
2349,3.84,1.72,21134,21519,386,Car,1,410.58,24.90,29.81,26.67,14.29,0.54,5.07,1
2350,3.64,1.62,21143,21465,323,Car,2,410.94,31.46,32.71,31.92,86.45,2.74,-1.00,0
2351,11.62,2.50,21146,21594,449,Truck,1,392.67,21.26,22.70,21.92,30.64,1.35,4057.87,0
2352,3.94,1.82,21151,21537,387,Car,1,408.34,24.68,29.42,26.45,10.08,0.40,2.81,0
2353,6.47,2.22,21165,21477,313,Car,1,408.56,30.66,34.52,32.75,34.67,1.13,520.52,0
2354,11.82,2.50,21180,21538,359,Truck,2,393.20,26.67,28.18,27.47,32.92,1.23,-1.00,0
2355,5.05,1.92,21183,21446,264,Car,2,410.20,35.53,41.49,39.04,199.21,4.96,53.46,0
2356,6.06,2.50,21196,21668,473,Truck,1,407.70,20.95,22.41,21.60,39.54,1.76,271.37,0
2357,4.55,1.72,21202,21570,369,Car,2,411.66,27.84,28.20,27.98,14.96,0.53,21.80,0
2358,4.55,1.82,21207,21473,267,Car,2,411.34,34.74,43.18,38.69,29.49,0.85,55.53,0
2359,4.85,1.92,21210,21565,356,Car,1,407.98,28.49,28.94,28.74,48.25,1.67,23.33,0
2360,3.44,1.82,21215,21678,464,Car,1,403.68,19.90,22.65,21.80,8.55,0.40,13.37,0
2361,3.94,1.72,21232,21524,293,Car,2,411.72,32.69,37.83,35.27,31.27,0.95,-1.00,0
2362,4.65,1.92,21237,21620,384,Car,1,409.08,25.48,29.42,26.71,84.61,3.26,73.76,0
2363,4.85,2.02,21247,21598,352,Car,1,409.70,28.34,30.51,29.19,35.11,1.16,24.02,0
2364,4.35,1.72,21249,21599,351,Car,2,411.71,28.27,31.60,29.42,28.39,1.00,12.77,0
2365,4.75,1.92,21255,21622,368,Car,2,409.98,27.37,28.84,27.94,94.10,3.33,36.08,0
2366,4.14,1.72,21259,21562,304,Car,2,410.07,32.89,35.77,33.85,30.28,0.92,-1.00,0
2367,19.61,2.50,21263,21702,440,Truck,1,384.42,21.12,22.83,21.90,19.88,0.87,7.03,0
2368,16.88,2.50,21274,21692,419,Truck,1,407.79,23.90,25.24,24.41,18.87,0.74,-1.00,0
2369,3.84,1.82,21280,21646,367,Car,1,409.49,27.24,28.75,27.98,33.31,1.22,-1.00,0
2370,4.24,1.82,21284,21589,306,Car,2,409.90,32.45,35.92,33.62,28.44,0.87,1754.26,0
2371,4.85,1.92,21302,21674,373,Car,1,409.50,26.11,29.47,27.53,19.03,0.72,69.01,0
2372,4.75,1.82,21308,21614,307,Car,2,409.53,32.70,34.55,33.48,25.80,0.77,58.50,0
2373,4.65,1.92,21312,21781,470,Car,1,409.83,20.96,23.35,21.85,34.46,1.60,22.71,0
2374,4.75,1.82,21323,21744,422,Car,1,410.43,23.06,25.38,24.38,43.23,1.77,91.26,0
2375,4.35,1.92,21338,21705,368,Car,1,409.72,26.68,30.53,27.92,29.82,1.07,21.68,0
2376,4.75,1.92,21341,21644,304,Car,2,410.67,32.44,35.01,33.90,36.69,1.05,35.05,0
2377,4.95,2.02,21346,21745,400,Car,1,402.39,24.53,26.15,25.23,4.54,0.17,1.64,1
2378,4.85,1.92,21361,21667,307,Car,2,410.05,32.06,35.00,33.51,20.01,0.60,55.78,0
2379,16.78,2.50,21365,21782,418,Truck,2,408.71,24.03,25.28,24.51,103.48,4.30,-1.00,0
2380,4.55,1.92,21366,21738,373,Car,1,410.04,25.99,30.09,27.57,24.92,0.92,34.42,0
2381,3.74,1.72,21366,21822,457,Car,1,409.30,21.72,23.30,22.45,30.56,1.39,20.30,0
2382,4.55,1.92,21378,21778,401,Car,1,409.59,24.55,26.72,25.61,21.13,0.85,11.98,0
2383,4.55,1.82,21390,21697,308,Car,2,410.34,32.96,33.86,33.44,31.98,0.95,21.25,1
2384,4.65,1.92,21402,21782,381,Car,1,409.68,24.89,29.50,26.97,31.42,1.08,11.08,0
2385,3.94,1.82,21403,21811,409,Car,1,408.73,24.36,25.48,25.06,21.90,0.87,32.63,0
2386,4.55,1.92,21422,21746,325,Car,2,410.31,30.02,33.26,31.68,54.20,1.71,-1.00,1
2387,16.88,2.50,21426,21837,412,Truck,2,408.97,24.54,25.17,24.89,22.43,0.90,-1.00,0
2388,4.75,1.92,21426,21882,457,Car,1,409.58,21.57,23.37,22.46,46.00,2.08,67.77,0
2389,15.66,2.50,21428,21851,424,Truck,2,408.99,23.68,24.96,24.18,44.86,1.89,-1.00,0
2390,5.05,2.02,21434,21815,382,Car,1,408.07,23.61,29.41,26.79,26.36,1.11,62.57,0
2391,4.55,1.92,21439,21840,402,Car,1,409.56,24.45,26.11,25.54,23.51,0.94,23.79,0
2392,4.45,1.72,21445,21747,303,Car,2,411.11,29.46,39.29,34.06,23.48,0.72,19.66,0
2393,4.55,1.92,21459,21919,461,Car,1,409.98,20.98,23.09,22.29,24.81,1.13,58.69,0
2394,4.95,1.92,21464,21851,388,Car,1,410.06,24.15,28.30,26.50,24.54,1.01,549.13,0
2395,4.35,1.82,21487,21880,394,Car,1,410.11,25.09,26.48,26.10,36.60,1.40,22.25,0
2396,4.95,2.02,21489,21788,300,Car,2,412.11,32.43,37.36,34.48,45.26,1.37,21.60,0
2397,4.85,2.02,21507,21899,393,Car,1,409.82,24.57,29.08,26.15,34.85,1.40,83.68,0
2398,6.47,2.12,21509,21883,375,Car,2,408.92,26.83,27.68,27.34,43.41,1.59,17.74,0
2399,4.75,1.92,21516,21822,307,Car,2,411.22,31.59,36.16,33.62,29.80,0.94,-1.00,0
2400,4.85,1.82,21522,21990,469,Car,1,410.49,21.08,22.31,21.94,52.74,2.36,59.16,0
2401,4.95,2.02,21541,21909,369,Car,1,409.52,27.61,28.21,27.83,27.55,0.99,11.94,0
2402,4.14,1.82,21544,21914,371,Car,1,409.81,26.56,29.59,27.70,13.87,0.48,8.99,0
2403,4.85,2.02,21547,21953,407,Car,1,409.80,24.10,26.66,25.25,10.97,0.44,3.89,1
2404,4.45,1.82,21560,21921,362,Car,2,411.16,27.71,29.11,28.48,38.25,1.36,25.59,0
2405,5.05,1.92,21566,21897,332,Car,2,411.18,30.53,31.96,31.08,57.85,1.89,-1.00,0
2406,4.04,1.82,21577,22046,470,Car,1,410.12,21.40,22.57,21.87,25.51,1.14,60.72,0
2407,4.55,1.82,21585,21908,324,Car,2,410.23,29.91,32.93,31.77,9.62,0.30,7.18,0
2408,4.14,1.72,21592,21947,356,Car,2,410.11,28.14,29.53,28.89,26.21,0.90,22.32,0
2409,4.45,1.92,21599,22070,472,Car,1,408.74,20.78,22.18,21.70,13.73,0.62,22.82,0
2410,6.57,2.73,21609,22019,411,Car,2,409.92,24.39,25.98,25.01,163.93,6.53,408.19,0
2411,4.75,1.92,21616,21954,339,Car,1,409.20,29.09,31.34,30.28,42.65,1.46,15.60,0
2412,4.45,1.92,21619,22022,404,Car,1,409.85,24.67,26.70,25.44,56.72,2.24,29.69,0
2413,4.75,1.92,21636,21952,317,Car,2,411.74,31.00,34.32,32.58,54.90,1.62,24.29,0
2414,4.24,1.82,21647,21986,340,Car,2,411.09,29.38,31.29,30.33,41.90,1.40,23.98,0
2415,2.93,1.82,21665,22074,410,Car,1,408.84,24.23,25.49,25.01,44.92,1.85,134.70,0
2416,3.74,1.72,21666,21992,327,Car,2,410.49,30.11,33.71,31.50,32.92,1.08,-1.00,0
2417,15.97,2.50,21670,22116,447,Truck,1,408.93,21.35,23.85,22.93,26.89,1.12,14.62,0
2418,4.35,1.82,21671,22008,338,Car,2,410.99,28.05,32.07,30.50,22.62,0.72,10.88,0
2419,4.65,1.92,21689,22103,415,Car,1,409.11,22.69,25.79,24.71,18.52,0.81,52.72,0
2420,4.45,1.82,21690,22022,333,Car,1,410.12,30.05,31.85,30.90,77.01,2.55,49.45,0
2421,4.75,1.92,21693,22018,326,Car,2,409.73,30.29,32.97,31.53,23.60,0.76,18.95,0
2422,4.55,1.92,21696,22123,428,Car,1,409.89,21.13,26.67,24.01,8.33,0.39,19.77,1
2423,5.36,2.12,21711,22037,327,Car,2,408.90,30.72,32.43,31.37,14.73,0.48,24.84,0
2424,4.55,1.92,21724,22163,440,Car,1,410.03,21.68,24.38,23.36,17.85,0.80,19.77,0
2425,4.14,1.82,21733,22164,432,Car,1,410.24,23.05,24.99,23.80,18.93,0.81,10.48,0
2426,4.85,1.82,21742,22054,313,Car,2,411.85,31.66,35.17,33.02,16.35,0.51,6.78,0
2427,4.70,1.82,21749,22075,327,Car,2,410.03,30.76,32.36,31.46,80.11,2.58,45.07,0
2428,5.15,1.82,21758,22208,451,Car,1,410.33,21.66,24.51,22.80,24.28,1.08,38.80,0
2429,4.75,1.92,21766,22094,329,Car,1,409.82,30.65,31.59,31.25,83.20,2.69,73.58,0
2430,4.75,2.02,21800,22133,334,Car,1,409.83,29.99,31.43,30.79,37.93,1.26,62.32,0
2431,4.55,1.82,21801,22133,333,Car,2,410.36,30.31,31.91,30.92,59.96,1.98,-1.00,0
2432,4.14,1.82,21809,22244,436,Car,1,410.61,22.60,25.45,23.61,23.89,1.02,30.84,1
2433,3.13,1.82,21824,22172,349,Car,1,411.23,28.62,31.31,29.55,26.25,0.91,-1.00,0
2434,4.95,2.02,21834,22202,369,Car,1,410.42,27.19,28.72,27.89,5.86,0.20,-1.00,0
2435,4.24,1.82,21849,22216,368,Car,1,410.96,26.88,29.10,28.01,11.76,0.40,30.81,0
2436,3.84,1.62,21850,22180,331,Car,2,411.37,30.16,32.25,31.18,56.14,1.76,314.25,0
2437,4.14,1.82,21857,22219,363,Car,1,406.92,27.18,29.40,28.11,16.39,0.59,3.84,0
2438,4.75,1.82,21859,22157,299,Car,2,410.57,32.43,35.88,34.46,143.61,4.02,48.34,0
2439,4.85,1.82,21866,22241,376,Car,1,409.39,25.96,28.36,27.30,13.65,0.48,190.80,0
2440,4.14,1.82,21875,22267,393,Car,1,410.10,23.13,28.88,26.17,17.30,0.74,9.51,0
